report_id,timestamp,text,category,severity,duplicate_of
RPT-0190,2026-09-25 08:21:00,"An old backup drive that was supposed to be wiped and disposed of was instead sold as scrap electronics, we're trying to figure out if it still had data on it",data_leak,medium,
RPT-0136,2026-09-25 09:56:00,"Our IT team ran a routine security drill sending fake phishing emails to staff and were surprised that nearly a third of recipients clicked through, though none entered credentials on the test page.",phishing,low,
RPT-0166,2026-09-25 11:17:00,"I opened an email attachment that claimed to be a delivery notification, nothing obviously happened after but my browser homepage changed to something I didn't set",malware,medium,
RPT-0183,2026-09-25 13:51:00,"Somebody uploaded a folder of internal meeting notes to a public file-sharing link meant to be private, accessible to anyone who had the URL for about two days before it was caught",data_leak,medium,
RPT-0081,2026-09-25 15:25:00,"Somebody don upload the whole staff payroll file to a cloud storage account wey no get password, e dey there since last week before person notice am today",data_leak,high,
RPT-0048,2026-09-25 17:42:00,"Three computers in the same office are now showing the same symptoms, it seems to be spreading between machines on the shared network",malware,high,
RPT-0141,2026-09-25 18:30:00,"My colleague noticed that her personal calendar had meetings on it that she never scheduled, all involving a client she's never worked with. Changed her password right away.",account_takeover,medium,
RPT-0112,2026-09-25 20:42:00,"Second report on the payroll portal thing, apparently the fake login page going around this morning tricked at least two people in accounts into typing their password.",phishing,high,
RPT-0194,2026-09-25 21:03:00,"A misconfigured cloud storage bucket has been exposing internal audit reports to the public internet for an unknown period of time, we're still trying to determine when it was first indexed by search engines",data_leak,high,
RPT-0165,2026-09-25 21:08:00,"The antivirus on three machines in the same row of desks all flagged the same suspicious file within minutes of each other, seems to be spreading across the local network",malware,high,
RPT-0024,2026-09-26 03:13:00,"System shows I logged in from Lagos at 2am last night, I was asleep in Abuja the whole time and my phone never left my side",account_takeover,medium,
RPT-0009,2026-09-26 03:41:00,URGENT. Three staff in the bursary confirmed they clicked a link and typed their credentials into a fake portal that mirrored our real login page pixel for pixel. This happened within the last hour and may still be active.,phishing,high,
RPT-0187,2026-09-26 08:31:00,"Just discovered that a third-party form builder we use for event registrations has been storing submitted data on servers outside the agreement we signed, unclear what protections are actually in place there",data_leak,medium,
RPT-0052,2026-09-26 10:58:00,"A USB drive that was plugged into one of the lab computers seems to have introduced something, that machine is now behaving strangely and won't boot properly.",malware,medium,
RPT-0138,2026-09-26 12:16:00,"Someone tried the classic 'CEO fraud' approach today, an email supposedly from the director asking finance to process an urgent payment to a new account, finance flagged it immediately since it didn't match the director's usual writing style.",phishing,medium,
RPT-0210,2026-09-26 13:01:00,"Security team noticed unusual foot traffic patterns near the archive room on camera footage this week, more frequent than the room's actual usage would suggest",suspicious_activity,medium,
RPT-0088,2026-09-26 16:20:00,"An old employee's personal email is still listed as the recovery contact for our shared customer support inbox, meaning they could reset access at any time even though they no longer work here",data_leak,medium,
RPT-0021,2026-09-26 21:01:00,"random guy don dey call people phone dey pretend say na bank customer care, e dey ask make dem confirm card number for 'security check'. two of my coworkers almost gave their details before suspecting something.",phishing,medium,
RPT-0111,2026-09-26 21:09:00,"Just reporting that our payroll portal seems to have a fake lookalike login page circulating, several staff got the link this morning via email.",phishing,medium,
RPT-0099,2026-09-27 03:30:00,I noticed a strange USB drive plugged into one of the office printers that nobody claims to have left there,suspicious_activity,low,
RPT-0178,2026-09-27 03:42:00,"small issue, my laptop battery indicator shows it charging even when unplugged, might be a hardware fault but happened right after I opened a file someone sent me so wanted to mention it",malware,low,
RPT-0231,2026-09-27 13:22:00,"A contractor's cloud storage access was never revoked after their contract ended months ago, and login activity shows recent use.",data_leak,high,
RPT-0057,2026-09-27 14:37:00,Not sure if this counts but my phone has been overheating and draining battery fast since I installed an app someone sent me on WhatsApp for 'exam timetable'.,malware,low,
RPT-0232,2026-09-27 18:53:23,"Following up, we've confirmed the same contractor account downloaded a large batch of files just last week, well after the contract ended.",data_leak,high,RPT-0231
RPT-0116,2026-09-27 21:22:00,"Adding to the finance drive ransomware report, IT now believes it entered through an infected attachment opened by someone in accounts payable yesterday afternoon.",malware,high,
RPT-0114,2026-09-27 22:31:00,"Following up on the server room incident from last night, security confirms the person on camera used a badge that had already been deactivated.",suspicious_activity,medium,
RPT-0209,2026-09-28 02:35:00,"small thing, the shared conference room booking system shows a meeting scheduled by an account that was deactivated two months ago",suspicious_activity,low,
RPT-0212,2026-09-28 02:44:00,nothing confirmed but one of the office phones has been showing missed calls from an international number at odd hours for the past three nights,suspicious_activity,low,
RPT-0028,2026-09-28 03:38:00,"account REF-3391 has had five failed login attempts followed by one successful one from an unrecognized device in the last hour, the actual account owner says it wasn't them",account_takeover,medium,
RPT-0011,2026-09-28 04:58:00,"Dem send email come like say na from Vice Chancellor office, dem talk say make I update my staff profile before end of day or dem go suspend my account. I no click anything but the email format resemble our real one well well",phishing,medium,
RPT-0134,2026-09-28 10:52:00,"A parent called to say they received an email supposedly from the school asking for updated payment details for tuition, wanted to confirm if it was legitimate before sending anything, it was not from us.",phishing,low,
RPT-0130,2026-09-28 11:26:00,"Someone impersonating our department head sent an urgent WhatsApp message asking a staff member to buy gift cards for a 'client emergency'. The staff member got suspicious and called the real department head directly, who confirmed it wasn't them.",phishing,medium,
RPT-0168,2026-09-28 14:12:00,"Just noticed my phone has an app installed that I don't remember downloading, it's requesting permissions to read messages and contacts, uninstalling now",malware,medium,
RPT-0019,2026-09-28 17:33:00,"I no send my password but I don click the link before I sabi say something no correct, na only my browser wey open one strange page be that",phishing,medium,
RPT-0044,2026-09-28 19:25:00,"My login session appears to have been active in two locations simultaneously according to the activity log, one of them not anywhere near where I was.",account_takeover,medium,
RPT-0191,2026-09-28 22:33:00,"just a heads up, one of our chatbot integrations logs full conversation transcripts including anything users type, even if they accidentally paste sensitive information, and we never reviewed where those logs are stored",data_leak,low,
RPT-0160,2026-09-29 01:09:00,A staff member's badge and login were both used to access the building and the system at the same time this staff member was confirmed to be at a conference in another city,account_takeover,high,
RPT-0078,2026-09-29 01:20:00,"we discovered that an old admin export of exam results, complete with names and scores, has been sitting unprotected on a subdomain that's indexed by Google",data_leak,high,
RPT-0055,2026-09-29 11:35:00,"system don show say virus dey but antivirus no fit remove am, e keep coming back anytime we restart the machine",malware,medium,
RPT-0156,2026-09-29 18:59:00,"small one, got an email saying I successfully changed my security questions, I didn't do this, resetting everything now just to be careful",account_takeover,medium,
RPT-0127,2026-09-29 21:20:00,Two accounting staff received what looked like an internal invoice approval request with a link that led to a fake Microsoft login page. One of them entered credentials before recognizing the page wasn't legitimate.,phishing,high,
RPT-0054,2026-09-29 22:38:00,"My laptop screen showed a fake 'your computer is infected, call this number' popup that wouldn't close, I had to force shutdown. Haven't turned it back on yet.",malware,low,
RPT-0216,2026-09-30 01:19:00,"Server logs show someone browsing through file directories methodically, folder by folder, in a pattern that doesn't match how staff normally navigate the system",suspicious_activity,medium,
RPT-0079,2026-09-30 05:33:00,"Not sure how serious this is but a colleague's laptop with unencrypted patient notes was left in a taxi, she's since reported it and we're trying to figure out what exactly was on there",data_leak,high,
RPT-0069,2026-09-30 06:20:00,"I found a folder on the shared drive that anyone in the organization can open containing what looks like patient intake forms, this should definitely be restricted",data_leak,medium,
RPT-0158,2026-09-30 09:54:00,"I dey notice say my Instagram business page dey post content wey no be my own style, na my colleague notice am first before im tell me",account_takeover,medium,
RPT-0001,2026-09-30 10:25:00,Somebody sent me a text this morning saying my BVN will be blocked if I don't click a link and update my details within 24 hours. I did not click it.,phishing,low,
RPT-0087,2026-09-30 11:03:00,"we just found out that the third party analytics tool embedded on our site has been collecting more form data than we configured it to, including fields we never authorized",data_leak,medium,
RPT-0143,2026-09-30 12:06:00,"I got locked out this morning after apparently three failed attempts I never made, my actual first attempt of the day was rejected because the account was already locked",account_takeover,medium,
RPT-0105,2026-09-30 14:09:00,"An automated alert flagged a login attempt using a username that doesn't exist in our system, repeated several times over an hour, then stopped",suspicious_activity,low,
RPT-0106,2026-09-30 17:59:57,"Two staff reported their computers restarting unexpectedly around the same time this morning with no clear cause, IT hasn't found anything yet but it happened simultaneously which is odd",suspicious_activity,medium,RPT-0105
RPT-0076,2026-09-30 19:49:00,"Someone in HR left a printed list of new hire salaries on the shared printer overnight, anyone walking past could have taken a photo of it",data_leak,low,
RPT-0023,2026-09-30 21:50:00,"I could not log into my staff account this morning, it says my password is wrong even though I haven't changed it. Tried resetting but the recovery email on file isn't mine anymore.",account_takeover,high,
RPT-0198,2026-09-30 21:50:00,"Just found archived emergency contact forms for students from five years ago stored in a shared folder with no access restrictions, includes home addresses and next of kin phone numbers",data_leak,medium,
RPT-0233,2026-09-16 01:42:00,He told me to send my credit card details and I sent it.,phishing,high,
RPT-0234,2026-09-08 04:46:00,Someone called claiming to be from the bank and I ended up reading out my card number and expiry date to them before I realized something was wrong.,phishing,high,
RPT-0235,2026-09-19 07:15:00,"A man came to my desk saying he was from IT and needed my password to fix an issue, I gave it to him before checking his ID.",phishing,high,
RPT-0236,2026-09-30 22:59:00,I told the caller my account PIN because he said it was urgent and sounded like he worked at the bank. I realize now it was probably a scam.,phishing,high,
RPT-0237,2026-09-03 12:44:00,Somebody on the phone asked for the OTP that just came to my number and I read it out to them without thinking.,phishing,high,
RPT-0238,2026-09-04 15:07:00,"A woman called saying she was confirming a delivery and needed my card number to 'verify my address', I gave it to her before hanging up and feeling uneasy.",phishing,high,
RPT-0239,2026-09-25 17:19:00,"I shared my staff login with someone who called claiming to be from head office doing a system audit, only realized after the call that we don't do audits that way.",phishing,high,
RPT-0240,2026-09-05 14:48:00,Somebody texted asking for my BVN to 'reactivate my account' and I sent it before thinking twice.,phishing,high,
RPT-0241,2026-09-17 23:25:00,A caller convinced me he was my bank's fraud team and I gave him my account number and the code that came to my phone right after.,phishing,high,
RPT-0242,2026-09-27 20:33:00,"I gave out my ATM PIN over the phone to someone claiming to be verifying a transaction, only realized afterward that banks don't ask for PINs.",phishing,high,
RPT-0243,2026-09-03 23:21:00,"Someone called asking for my card details claiming to be from the bank, I refused and hung up.",phishing,low,
RPT-0244,2026-09-24 10:15:00,"A caller asked for my account PIN saying it was for verification, I told him banks don't ask for that and ended the call.",phishing,low,
RPT-0245,2026-09-11 02:30:00,"Somebody texted asking me to confirm my BVN for 'account reactivation', I did not respond and reported the number.",phishing,low,
RPT-0246,2026-09-03 00:57:00,"A person came to reception claiming to need a staff password for an urgent fix, security turned him away before he reached anyone.",phishing,medium,
RPT-0247,2026-09-05 05:52:00,"Got a call asking me to read out an OTP for 'verification', I told them I wasn't comfortable and the line went dead immediately.",phishing,low,
RPT-0233,2026-09-16 01:42:00,He told me to send my credit card details and I sent it.,phishing,high,
RPT-0234,2026-09-08 04:46:00,Someone called claiming to be from the bank and I ended up reading out my card number and expiry date to them before I realized something was wrong.,phishing,high,
RPT-0235,2026-09-19 07:15:00,"A man came to my desk saying he was from IT and needed my password to fix an issue, I gave it to him before checking his ID.",phishing,high,
RPT-0236,2026-09-30 22:59:00,I told the caller my account PIN because he said it was urgent and sounded like he worked at the bank. I realize now it was probably a scam.,phishing,high,
RPT-0237,2026-09-03 12:44:00,Somebody on the phone asked for the OTP that just came to my number and I read it out to them without thinking.,phishing,high,
RPT-0238,2026-09-04 15:07:00,"A woman called saying she was confirming a delivery and needed my card number to 'verify my address', I gave it to her before hanging up and feeling uneasy.",phishing,high,
RPT-0239,2026-09-25 17:19:00,"I shared my staff login with someone who called claiming to be from head office doing a system audit, only realized after the call that we don't do audits that way.",phishing,high,
RPT-0240,2026-09-05 14:48:00,Somebody texted asking for my BVN to 'reactivate my account' and I sent it before thinking twice.,phishing,high,
RPT-0241,2026-09-17 23:25:00,A caller convinced me he was my bank's fraud team and I gave him my account number and the code that came to my phone right after.,phishing,high,
RPT-0242,2026-09-27 20:33:00,"I gave out my ATM PIN over the phone to someone claiming to be verifying a transaction, only realized afterward that banks don't ask for PINs.",phishing,high,
RPT-0243,2026-09-03 23:21:00,"Someone called asking for my card details claiming to be from the bank, I refused and hung up.",phishing,low,
RPT-0244,2026-09-24 10:15:00,"A caller asked for my account PIN saying it was for verification, I told him banks don't ask for that and ended the call.",phishing,low,
RPT-0245,2026-09-11 02:30:00,"Somebody texted asking me to confirm my BVN for 'account reactivation', I did not respond and reported the number.",phishing,low,
RPT-0246,2026-09-03 00:57:00,"A person came to reception claiming to need a staff password for an urgent fix, security turned him away before he reached anyone.",phishing,medium,
RPT-0247,2026-09-05 05:52:00,"Got a call asking me to read out an OTP for 'verification', I told them I wasn't comfortable and the line went dead immediately.",phishing,low,
